PLAYER,SALARY,SEASON,TEAM,AGE,GP,W,L,PTS,3PM,REB,AST,TOV,STL,BLK,+/-,OFFRTG,DEFRTG,NETRTG,SALARY_CAP
Darren Collison,1900000.0,2012,DAL,25.0,81.0,41.0,40.0,12.0,0.6,2.7,5.1,2.1,1.2,0.1,-1.0,103.9,105.7,-1.8,58679000
Nikola Vucevic,1892280.0,2012,ORL,22.0,77.0,19.0,58.0,13.1,0.0,11.9,1.9,1.8,0.8,1.0,-5.0,99.6,107.9,-8.3,58679000
Iman Shumpert,1797600.0,2012,NYK,23.0,45.0,30.0,15.0,6.8,1.1,3.0,1.7,0.8,1.0,0.2,-0.4,105.3,104.7,0.6,58679000
Jeff Ayres,1750000.0,2012,IND,26.0,37.0,24.0,13.0,3.9,0.1,2.8,0.4,0.6,0.2,0.3,1.5,102.4,95.8,6.6,58679000
Anthony Randolph,1750000.0,2012,DEN,23.0,39.0,29.0,10.0,3.7,0.0,2.4,0.3,0.9,0.5,0.5,0.1,103.3,102.7,0.6,58679000
Chris Singleton,1707720.0,2012,WAS,23.0,57.0,17.0,40.0,4.1,0.1,3.2,0.6,0.8,0.7,0.4,-1.6,97.0,100.5,-3.6,58679000
Reggie Evans,1695636.0,2012,BKN,33.0,80.0,48.0,32.0,4.5,0.0,11.1,0.5,1.4,0.9,0.2,1.5,106.5,102.8,3.8,58679000
Jeremy Evans,1660000.0,2012,UTA,25.0,37.0,20.0,17.0,2.0,0.0,1.6,0.3,0.2,0.2,0.4,0.6,105.1,100.0,5.1,58679000
Tyler Zeller,1633440.0,2012,CLE,23.0,77.0,24.0,53.0,7.9,0.0,5.7,1.2,1.2,0.5,0.9,-3.4,101.2,107.2,-6.0,58679000
Tobias Harris,1630800.0,2012,ORL,20.0,55.0,16.0,39.0,11.0,0.6,5.2,1.3,1.2,0.6,0.8,-3.1,100.0,106.6,-6.6,58679000
Ronny Turiaf,1600000.0,2012,LAC,30.0,65.0,47.0,18.0,1.9,0.0,2.3,0.5,0.4,0.3,0.5,0.4,97.0,95.1,1.9,58679000
Toney Douglas,1600000.0,2012,SAC,27.0,71.0,36.0,35.0,7.5,1.2,1.9,2.1,1.1,1.0,0.0,1.5,108.9,104.9,4.0,58679000
Pablo Prigioni,1591350.0,2012,NYK,36.0,78.0,53.0,25.0,3.5,0.7,1.8,3.0,1.1,0.9,0.0,2.2,107.7,100.5,7.3,58679000
Terrence Jones,1551840.0,2012,HOU,21.0,19.0,9.0,10.0,5.5,0.3,3.4,0.8,0.7,0.6,1.0,-0.2,103.5,106.1,-2.6,58679000
Jodie Meeks,1550000.0,2012,LAL,25.0,78.0,45.0,33.0,7.9,1.6,2.2,0.9,0.7,0.7,0.1,0.7,106.2,104.9,1.3,58679000
James Jones,1500000.0,2012,MIA,32.0,38.0,32.0,6.0,1.6,0.4,0.6,0.3,0.1,0.1,0.2,-0.4,90.8,97.6,-6.8,58679000
Chris Duhon,1500000.0,2012,LAL,30.0,46.0,23.0,23.0,2.9,0.7,1.5,2.9,0.9,0.4,0.0,-0.2,105.8,106.6,-0.8,58679000
Gustavo Ayon,1500000.0,2012,MIL,28.0,55.0,17.0,38.0,3.7,0.0,3.6,1.3,0.9,0.4,0.3,-0.1,101.6,101.5,0.1,58679000
Andrew Nicholson,1482000.0,2012,ORL,23.0,75.0,18.0,57.0,7.8,0.0,3.4,0.6,1.1,0.3,0.4,-2.1,96.6,103.0,-6.4,58679000
Nando De Colo,1463000.0,2012,SAS,26.0,72.0,50.0,22.0,3.8,0.4,1.9,1.9,1.1,0.6,0.1,-0.5,98.6,100.7,-2.1,58679000
Kenneth Faried,1442880.0,2012,DEN,23.0,80.0,55.0,25.0,11.5,0.0,9.2,1.0,1.4,1.0,1.0,2.7,109.3,103.6,5.7,58679000
Donatas Motiejunas,1422720.0,2012,HOU,22.0,44.0,27.0,17.0,5.7,0.5,2.1,0.7,0.8,0.2,0.2,0.9,107.9,104.1,3.8,58679000
Evan Fournier,1422720.0,2012,DEN,20.0,38.0,25.0,13.0,5.3,0.6,0.9,1.2,0.8,0.5,0.0,1.6,106.9,100.2,6.6,58679000
Earl Watson,1399507.0,2012,UTA,34.0,48.0,24.0,24.0,2.0,0.1,1.8,4.0,1.4,0.8,0.2,-1.1,102.5,105.5,-3.1,58679000
Derek Fisher,1399507.0,2012,OKC,38.0,33.0,22.0,11.0,5.3,0.9,1.1,1.4,0.9,0.6,0.1,2.0,106.2,100.3,5.9,58679000
Kenyon Martin,1399507.0,2012,NYK,35.0,18.0,13.0,5.0,7.2,0.0,5.3,0.4,0.9,0.9,0.9,3.3,109.7,101.3,8.5,58679000
Rashard Lewis,1399507.0,2012,MIA,33.0,55.0,47.0,8.0,5.2,0.9,2.2,0.5,0.6,0.4,0.3,-0.3,102.0,104.1,-2.1,58679000
Willie Green,1399507.0,2012,LAC,31.0,72.0,48.0,24.0,6.3,1.0,1.3,0.8,0.4,0.4,0.2,1.3,107.7,104.1,3.6,58679000
Nazr Mohammed,1399507.0,2012,CHI,35.0,63.0,33.0,30.0,2.6,0.0,3.1,0.4,0.4,0.3,0.5,-0.2,98.8,98.8,0.1,58679000
Jannero Pargo,1399507.0,2012,CHA,33.0,32.0,11.0,21.0,6.5,1.2,1.1,2.1,1.3,0.6,0.1,-2.7,98.9,107.8,-8.9,58679000
Antawn Jamison,1399507.0,2012,LAL,37.0,76.0,41.0,35.0,9.4,1.1,4.8,0.7,0.7,0.4,0.3,0.2,106.6,106.1,0.5,58679000
Jared Sullinger,1365720.0,2012,BOS,21.0,45.0,22.0,23.0,6.0,0.0,5.9,0.8,0.6,0.5,0.5,0.9,101.9,98.3,3.6,58679000
Reggie Jackson,1329720.0,2012,OKC,23.0,70.0,50.0,20.0,5.3,0.3,2.4,1.7,0.8,0.4,0.2,1.5,103.9,97.2,6.7,58679000
Victor Claver,1311240.0,2012,POR,24.0,49.0,19.0,30.0,3.8,0.5,2.4,0.9,0.9,0.5,0.2,-2.2,100.5,106.9,-6.4,58679000
Fab Melo,1311240.0,2012,BOS,23.0,6.0,3.0,3.0,1.2,0.0,0.5,0.0,0.2,0.3,0.3,-1.2,90.1,102.9,-12.8,58679000
Jared Cunningham,1301208.0,2012,DAL,22.0,8.0,4.0,4.0,2.0,0.3,0.4,0.1,0.3,0.1,0.0,-1.1,92.9,105.2,-12.3,58679000
MarShon Brooks,1276560.0,2012,BKN,24.0,73.0,41.0,32.0,5.4,0.2,1.4,1.0,0.9,0.5,0.2,-0.8,98.5,101.6,-3.1,58679000
Beno Udrih,1272279.0,2012,ORL,30.0,66.0,24.0,42.0,8.2,0.5,2.1,4.6,1.6,0.6,0.0,-2.3,98.1,103.6,-5.4,58679000
Devin Harris,1272279.0,2012,ATL,30.0,58.0,35.0,23.0,9.9,1.3,2.0,3.4,1.5,1.1,0.2,2.7,104.3,98.3,6.0,58679000
Ronnie Price,1265977.0,2012,POR,30.0,39.0,18.0,21.0,2.7,0.3,1.1,1.9,0.9,0.7,0.1,-1.9,96.7,102.0,-5.3,58679000
Francisco Garcia,1265977.0,2012,HOU,31.0,58.0,24.0,34.0,5.5,1.2,1.6,1.1,0.6,0.8,0.7,-0.9,103.6,105.5,-1.9,58679000
Shaun Livingston,1265977.0,2012,CLE,27.0,66.0,20.0,46.0,6.3,0.0,2.4,3.3,1.2,0.7,0.5,-1.8,101.2,105.4,-4.1,58679000
John Jenkins,1258800.0,2012,ATL,22.0,61.0,30.0,31.0,6.1,0.9,1.5,0.9,0.7,0.2,0.2,-2.0,97.2,104.6,-7.4,58679000
Ronnie Brewer,1256250.0,2012,OKC,28.0,60.0,43.0,17.0,3.0,0.4,2.3,0.8,0.3,0.7,0.1,0.0,104.4,104.1,0.2,58679000
Jordan Hamilton,1234320.0,2012,DEN,22.0,40.0,26.0,14.0,5.2,0.7,2.4,0.6,0.5,0.4,0.2,-0.6,101.4,104.7,-3.3,58679000
Hasheem Thabeet,1200000.0,2012,OKC,26.0,66.0,50.0,16.0,2.4,0.0,3.0,0.2,0.6,0.5,0.9,2.1,104.3,94.4,9.9,58679000
Norris Cole,1191240.0,2012,MIA,24.0,80.0,65.0,15.0,5.6,0.4,1.6,2.1,1.3,0.7,0.1,0.1,104.1,104.0,0.1,58679000
Ryan Hollins,1186459.0,2012,LAC,28.0,60.0,43.0,17.0,3.4,0.0,2.3,0.2,0.7,0.1,0.6,1.0,101.2,96.9,4.4,58679000
Cory Joseph,1182600.0,2012,SAS,21.0,28.0,19.0,9.0,4.5,0.2,1.9,1.9,0.8,0.5,0.1,-0.2,100.5,100.7,-0.2,58679000
Jimmy Butler,1174080.0,2012,CHI,23.0,82.0,45.0,37.0,8.6,0.5,4.0,1.4,0.8,1.0,0.4,0.7,103.2,100.7,2.4,58679000
Tony Wroten,1160040.0,2012,MEM,20.0,35.0,28.0,7.0,2.6,0.1,0.8,1.2,0.8,0.2,0.1,-1.6,92.9,101.8,-8.9,58679000
Miles Plumlee,1121520.0,2012,IND,24.0,14.0,9.0,5.0,0.9,0.0,1.6,0.1,0.2,0.0,0.2,-0.9,87.5,98.3,-10.8,58679000
Nick Young,1106942.0,2012,PHI,28.0,59.0,23.0,36.0,10.6,1.3,2.2,1.4,0.8,0.6,0.2,-1.6,98.1,102.5,-4.4,58679000
Arnett Moultrie,1089240.0,2012,PHI,22.0,47.0,20.0,27.0,3.7,0.0,3.1,0.2,0.4,0.4,0.2,-1.8,97.4,104.4,-7.0,58679000
Marquis Teague,1074720.0,2012,CHI,20.0,48.0,24.0,24.0,2.1,0.1,0.9,1.3,0.7,0.2,0.1,-0.2,96.3,96.0,0.3,58679000
Festus Ezeli,1066920.0,2012,GSW,23.0,78.0,44.0,34.0,2.4,0.0,4.0,0.3,0.8,0.3,0.9,-0.7,100.2,101.1,-0.9,58679000
Kyle Singler,1045000.0,2012,DET,25.0,82.0,29.0,53.0,8.8,0.9,4.0,0.9,1.2,0.7,0.5,-2.0,101.5,105.5,-4.1,58679000
Anthony Morrow,1027424.0,2012,DAL,27.0,41.0,25.0,16.0,4.0,0.4,0.7,0.3,0.2,0.3,0.0,-1.4,97.8,105.7,-7.9,58679000
Aaron Brooks,1027424.0,2012,HOU,28.0,53.0,20.0,33.0,7.1,0.9,1.5,2.2,1.3,0.6,0.2,-3.8,101.4,111.3,-10.0,58679000
Cartier Martin,1003248.0,2012,WAS,28.0,41.0,8.0,33.0,6.6,1.4,2.4,0.5,0.8,0.5,0.1,-1.1,97.1,99.9,-2.9,58679000
Richard Hamilton,1000000.0,2012,CHI,35.0,50.0,28.0,22.0,9.8,0.3,1.7,2.4,1.7,0.5,0.1,-0.7,98.9,100.8,-1.9,58679000
Lance Stephenson,981349.0,2012,IND,22.0,78.0,46.0,32.0,8.8,0.8,3.9,2.9,1.4,1.0,0.2,4.9,107.0,98.9,8.2,58679000
Austin Daye,947907.0,2012,MEM,25.0,55.0,34.0,21.0,4.5,0.7,2.2,0.8,0.5,0.3,0.4,0.4,103.2,102.3,0.9,58679000
AJ Price,947907.0,2012,WAS,26.0,57.0,21.0,36.0,7.7,1.2,2.0,3.6,1.1,0.6,0.1,-1.1,98.2,100.1,-1.9,58679000
Omri Casspi,947907.0,2012,CLE,25.0,43.0,10.0,33.0,4.0,0.6,2.7,0.7,0.5,0.6,0.3,-1.1,95.4,98.7,-3.2,58679000
Alan Anderson,947907.0,2012,TOR,30.0,65.0,31.0,34.0,10.7,1.5,2.3,1.6,1.2,0.7,0.1,-1.2,104.0,106.9,-2.8,58679000
Darius Morris,944923.0,2012,LAL,22.0,48.0,23.0,25.0,4.0,0.5,1.2,1.6,0.9,0.4,0.0,-0.3,99.9,100.0,-0.1,58679000
DeJuan Blair,941000.0,2012,SAS,24.0,61.0,44.0,17.0,5.4,0.0,3.8,0.7,0.8,0.6,0.2,-0.4,99.4,100.8,-1.4,58679000
Chandler Parsons,926500.0,2012,HOU,24.0,76.0,42.0,34.0,15.5,2.0,5.3,3.5,1.9,1.0,0.4,2.0,107.0,104.1,2.9,58679000
Garrett Temple,916099.0,2012,WAS,27.0,51.0,24.0,27.0,5.1,0.5,2.4,2.3,1.2,1.0,0.3,-0.4,99.3,99.6,-0.3,58679000
James Anderson,916099.0,2012,HOU,24.0,39.0,26.0,13.0,3.8,0.5,1.8,1.1,0.6,0.4,0.1,2.4,113.1,101.2,11.9,58679000
Chris Johnson,916099.0,2012,MIN,27.0,30.0,8.0,22.0,3.9,0.0,2.0,0.3,0.4,0.2,0.9,-0.8,106.6,110.2,-3.5,58679000
Chris Johnson,916099.0,2012,MEM,23.0,8.0,4.0,4.0,3.6,0.8,1.4,0.3,0.4,0.5,0.0,4.5,111.7,92.5,19.2,58679000
Jeff Adrien,916099.0,2012,CHA,27.0,52.0,13.0,39.0,4.0,0.0,3.8,0.7,0.6,0.3,0.5,-1.8,98.1,105.0,-7.0,58679000
Xavier Henry,916099.0,2012,NOH,22.0,50.0,16.0,34.0,3.9,0.1,1.8,0.3,0.6,0.3,0.1,-2.9,95.1,106.7,-11.6,58679000
Wesley Johnson,916099.0,2012,PHX,25.0,50.0,14.0,36.0,8.0,1.0,2.5,0.7,1.0,0.4,0.4,-4.6,95.2,106.7,-11.6,58679000
Jon Leuer,900000.0,2012,MEM,24.0,28.0,14.0,14.0,2.0,0.0,1.3,0.3,0.3,0.2,0.0,-2.3,89.0,106.0,-17.0,58679000
Mike James,889097.0,2012,DAL,38.0,45.0,27.0,18.0,6.1,1.1,1.6,3.1,1.2,0.6,0.1,0.7,105.3,103.3,1.9,58679000
Julyan Stone,884293.0,2012,DEN,24.0,4.0,2.0,2.0,1.8,0.0,0.8,0.5,0.5,0.3,0.0,1.8,107.3,98.1,9.2,58679000
Isaiah Thomas,884293.0,2012,SAC,24.0,79.0,27.0,52.0,13.9,1.5,2.0,4.0,1.8,0.8,0.0,-1.8,105.1,107.8,-2.6,58679000
E'Twaun Moore,884293.0,2012,ORL,24.0,75.0,19.0,56.0,7.8,0.9,2.2,2.7,1.4,0.7,0.3,-4.1,97.4,106.3,-8.9,58679000
Cole Aldrich,884293.0,2012,SAC,24.0,45.0,20.0,25.0,2.2,0.0,2.7,0.2,0.5,0.1,0.5,0.2,105.1,103.7,1.5,58679000
Lance Thomas,884293.0,2012,NOH,25.0,59.0,19.0,40.0,2.5,0.0,1.9,0.3,0.2,0.2,0.1,-0.9,99.5,101.9,-2.4,58679000
Donald Sloan,884293.0,2012,NOH,25.0,23.0,6.0,17.0,3.5,0.3,1.2,1.7,0.6,0.2,0.0,-2.9,86.6,100.0,-13.4,58679000
Josh Harrellson,884293.0,2012,MIA,24.0,6.0,3.0,3.0,1.7,0.2,1.2,0.0,0.5,0.2,0.2,-0.2,86.4,95.1,-8.7,58679000
Greg Smith,884293.0,2012,HOU,22.0,70.0,41.0,29.0,6.0,0.0,4.6,0.4,0.6,0.3,0.6,1.7,109.0,103.5,5.5,58679000
Shelvin Mack,884293.0,2012,ATL,23.0,31.0,13.0,18.0,4.6,0.6,1.3,2.2,1.1,0.5,0.0,-1.0,98.1,102.7,-4.6,58679000
Draymond Green,875500.0,2012,GSW,23.0,79.0,45.0,34.0,2.9,0.2,3.3,0.7,0.6,0.5,0.3,-1.0,97.0,97.9,-0.9,58679000
Robert Sacre,788873.0,2012,LAL,24.0,32.0,19.0,13.0,1.3,0.0,1.1,0.2,0.3,0.0,0.3,-1.6,94.6,109.3,-14.7,58679000
Aron Baynes,788872.0,2012,SAS,26.0,16.0,11.0,5.0,2.7,0.0,2.0,0.3,0.7,0.1,0.4,-0.1,98.0,97.1,0.9,58679000
Quincy Acy,788872.0,2012,TOR,22.0,29.0,13.0,16.0,4.0,0.0,2.7,0.4,0.6,0.4,0.5,3.3,110.6,95.9,14.8,58679000
Will Barton,788872.0,2012,POR,22.0,73.0,27.0,46.0,4.0,0.1,2.0,0.8,0.8,0.5,0.1,-2.8,93.6,105.7,-12.1,58679000
Henry Sims,788872.0,2012,NOH,23.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,111.1,90.0,21.1,58679000
Kyle O'Quinn,788872.0,2012,ORL,23.0,57.0,11.0,46.0,4.1,0.0,3.7,0.9,0.6,0.2,0.5,-1.0,100.9,104.8,-3.8,58679000
Doron Lamb,788872.0,2012,ORL,21.0,47.0,16.0,31.0,3.3,0.3,1.0,0.7,0.6,0.3,0.0,-1.8,97.7,104.7,-7.0,58679000
Darius Miller,788872.0,2012,NOH,23.0,52.0,14.0,38.0,2.3,0.4,1.5,0.8,0.4,0.3,0.2,-1.1,99.7,103.7,-4.0,58679000
Brian Roberts,788872.0,2012,NOH,27.0,78.0,26.0,52.0,7.1,0.8,1.2,2.8,0.9,0.5,0.0,-2.2,99.5,107.7,-8.2,58679000
Khris Middleton,788872.0,2012,DET,21.0,27.0,9.0,18.0,6.1,0.5,1.9,1.0,0.4,0.6,0.1,1.0,110.2,107.9,2.3,58679000
Orlando Johnson,788872.0,2012,IND,24.0,51.0,31.0,20.0,4.0,0.7,2.2,0.9,0.6,0.2,0.2,-0.1,97.0,97.7,-0.7,58679000
Patrick Beverley,788872.0,2012,HOU,24.0,41.0,23.0,18.0,5.6,0.9,2.7,2.9,1.1,0.9,0.5,2.9,106.4,98.5,7.9,58679000
Quincy Miller,788872.0,2012,DEN,20.0,7.0,6.0,1.0,1.3,0.0,0.3,0.4,0.1,0.1,0.0,-0.7,95.1,103.3,-8.2,58679000
Bernard James,788872.0,2012,DAL,28.0,46.0,24.0,22.0,2.8,0.0,2.8,0.1,0.4,0.3,0.8,-0.5,101.9,103.7,-1.8,58679000
Jae Crowder,788872.0,2012,DAL,22.0,78.0,41.0,37.0,5.0,0.8,2.4,1.2,0.6,0.8,0.2,-0.4,101.5,101.8,-0.3,58679000
Tornike Shengelia,788872.0,2012,BKN,21.0,19.0,11.0,8.0,1.6,0.1,1.2,0.2,0.6,0.2,0.1,0.5,96.4,92.6,3.8,58679000
Jeffery Taylor,788872.0,2012,CHA,24.0,77.0,18.0,59.0,6.1,0.7,1.9,0.8,0.6,0.6,0.2,-3.5,96.9,105.5,-8.6,58679000
Mike Scott,788872.0,2012,ATL,24.0,40.0,19.0,21.0,4.6,0.0,2.8,0.3,0.5,0.1,0.1,-1.1,96.8,102.6,-5.8,58679000
Kent Bazemore,762195.0,2012,GSW,23.0,61.0,34.0,27.0,2.0,0.2,0.4,0.4,0.3,0.3,0.1,-0.6,91.1,90.1,1.0,58679000
Diante Garrett,719266.0,2012,PHX,24.0,19.0,3.0,16.0,2.1,0.2,0.8,1.6,0.8,0.5,0.0,-2.5,87.4,101.6,-14.2,58679000
Malcolm Thomas,702233.0,2012,CHI,24.0,12.0,6.0,6.0,1.3,0.0,1.3,0.3,0.3,0.2,0.2,3.1,117.8,84.0,33.8,58679000
Leandro Barbosa,650359.0,2012,BOS,30.0,41.0,23.0,18.0,5.2,0.4,1.1,1.4,0.5,0.4,0.1,-0.4,95.4,99.7,-4.3,58679000
Jeremy Tyler,556584.0,2012,ATL,22.0,21.0,10.0,11.0,1.0,0.0,1.0,0.0,0.3,0.0,0.1,0.3,86.9,85.0,1.9,58679000
Kendall Marshall,547570.0,2012,PHX,21.0,48.0,12.0,36.0,3.0,0.5,0.9,3.0,1.2,0.5,0.1,-3.9,94.7,108.3,-13.6,58679000
Chris Douglas-Roberts,535288.0,2012,DAL,26.0,6.0,1.0,5.0,2.8,0.0,0.8,0.7,0.2,0.3,0.0,-2.2,96.7,105.6,-8.9,58679000
James Johnson,507409.0,2012,SAC,26.0,54.0,17.0,37.0,5.1,0.0,2.7,1.1,1.3,0.8,0.9,-5.2,97.9,113.0,-15.1,58679000
Shannon Brown,481562.0,2012,PHX,27.0,59.0,17.0,42.0,10.5,0.7,2.5,1.8,1.3,1.0,0.3,-3.3,100.4,107.5,-7.1,58679000
Solomon Jones,474583.0,2012,NYK,28.0,2.0,2.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.5,0.5,102.0,98.0,4.0,58679000
Jason Collins,436316.0,2012,WAS,34.0,38.0,19.0,19.0,1.1,0.0,1.6,0.2,0.5,0.3,0.3,0.1,98.8,96.3,2.5,58679000
Luke Babbitt,387995.0,2012,POR,24.0,62.0,24.0,38.0,3.9,1.0,2.2,0.5,0.4,0.2,0.1,0.0,100.7,103.0,-2.3,58679000
Daniel Orton,369322.0,2012,OKC,22.0,13.0,10.0,3.0,2.5,0.0,2.0,0.3,0.3,0.3,0.2,-1.2,93.0,100.0,-7.0,58679000
Maalik Wayns,361952.0,2012,LAC,22.0,27.0,10.0,17.0,2.8,0.3,0.3,1.0,0.6,0.2,0.0,-2.2,95.3,110.0,-14.7,58679000
Jarvis Varnado,310908.0,2012,MIA,25.0,13.0,10.0,3.0,0.6,0.0,0.7,0.2,0.5,0.1,0.2,-1.8,78.9,101.9,-23.0,58679000
Shavlik Randolph,306036.0,2012,BOS,29.0,16.0,7.0,9.0,4.2,0.0,4.4,0.3,0.6,0.5,0.4,0.4,110.1,107.4,2.7,58679000
Stephen Jackson,238739.0,2012,SAS,35.0,55.0,40.0,15.0,6.2,0.8,2.8,1.5,1.4,0.7,0.3,1.8,104.4,99.8,4.7,58679000
Hamed Haddadi,200000.0,2012,PHX,28.0,30.0,10.0,20.0,2.8,0.0,3.7,0.4,1.0,0.2,0.9,0.0,93.6,93.8,-0.1,58679000
Jamaal Tinsley,139951.0,2012,UTA,35.0,66.0,39.0,27.0,3.5,0.6,1.7,4.4,1.6,1.0,0.2,0.1,103.8,103.3,0.5,58679000
Chris Wright,139212.0,2012,DAL,23.0,3.0,2.0,1.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,-2.7,46.2,127.3,-81.1,58679000
Reggie Williams,111518.0,2012,CHA,26.0,40.0,7.0,33.0,3.7,0.6,1.3,1.0,0.5,0.3,0.0,-0.8,101.2,105.4,-4.2,58679000
Damion James,107776.0,2012,BKN,25.0,2.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,25.0,-25.0,58679000
Dexter Pittman,107776.0,2012,MEM,25.0,11.0,9.0,2.0,0.7,0.0,1.1,0.0,0.3,0.0,0.0,-2.6,73.1,116.4,-43.3,58679000
DeAndre Liggins,88429.0,2012,OKC,25.0,39.0,30.0,9.0,1.5,0.2,1.4,0.4,0.4,0.5,0.1,-0.7,93.2,98.0,-4.8,58679000
Royal Ivey,74839.0,2012,PHI,31.0,53.0,20.0,33.0,3.2,0.7,1.1,0.6,0.4,0.4,0.1,-1.7,95.4,100.4,-5.0,58679000
Darius Johnson-Odom,46404.0,2012,LAL,23.0,4.0,4.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,-2.0,43.8,100.0,-56.3,58679000
Kobe Bryant,23500000.0,2013,LAL,35.0,6.0,2.0,4.0,13.8,0.5,4.3,6.3,5.7,1.2,0.2,-5.3,98.6,106.9,-8.3,63065000
Joe Johnson,23180790.0,2013,BKN,33.0,79.0,43.0,36.0,15.8,2.1,3.4,2.7,1.5,0.6,0.1,0.7,106.3,105.8,0.4,63065000
Carmelo Anthony,22458401.0,2013,NYK,30.0,77.0,35.0,42.0,27.4,2.2,8.1,3.1,2.6,1.2,0.7,1.4,108.3,107.1,1.3,63065000
Dwight Howard,21436271.0,2013,HOU,28.0,71.0,48.0,23.0,18.3,0.0,12.2,1.8,3.2,0.8,1.8,4.8,111.3,104.3,7.0,63065000
Chris Bosh,20644400.0,2013,MIA,30.0,79.0,53.0,26.0,16.2,0.9,6.6,1.1,1.6,1.0,1.0,5.7,110.9,102.0,8.9,63065000
LeBron James,20644400.0,2013,MIA,29.0,77.0,52.0,25.0,27.1,1.5,6.9,6.3,3.5,1.6,0.3,5.3,112.0,105.1,6.9,63065000
Chris Paul,20068563.0,2013,LAC,29.0,62.0,44.0,18.0,19.1,1.3,4.3,10.7,2.3,2.5,0.1,8.5,113.2,101.9,11.3,63065000
Kevin Durant,19997513.0,2013,OKC,25.0,81.0,58.0,23.0,32.0,2.4,7.4,5.5,3.5,1.3,0.7,6.3,111.4,103.3,8.1,63065000
Deron Williams,19754465.0,2013,BKN,30.0,64.0,37.0,27.0,14.3,1.5,2.6,6.1,2.2,1.5,0.2,2.9,109.0,104.6,4.4,63065000
Rudy Gay,19317326.0,2013,SAC,27.0,73.0,27.0,46.0,20.0,0.9,6.0,2.9,3.1,1.3,0.8,-0.9,105.7,106.8,-1.1,63065000
Derrick Rose,18862876.0,2013,CHI,25.0,10.0,5.0,5.0,15.9,1.6,3.2,4.3,3.4,0.5,0.1,-3.2,98.2,103.9,-5.7,63065000
Blake Griffin,17632688.0,2013,LAC,25.0,80.0,56.0,24.0,24.1,0.2,9.5,3.9,2.8,1.2,0.6,7.1,112.9,103.1,9.8,63065000
Carlos Boozer,16800000.0,2013,CHI,32.0,76.0,43.0,33.0,13.7,0.0,8.3,1.6,2.0,0.7,0.3,-0.4,99.8,100.8,-1.0,63065000
Zach Randolph,16500000.0,2013,MEM,32.0,79.0,49.0,30.0,17.4,0.0,10.1,2.5,2.3,0.7,0.3,2.1,106.6,103.6,3.0,63065000
Marc Gasol,15829688.0,2013,MEM,29.0,59.0,40.0,19.0,14.6,0.0,7.2,3.6,1.9,1.0,1.3,0.3,103.4,103.3,0.0,63065000
Paul George,15800000.0,2013,IND,24.0,80.0,54.0,26.0,21.7,2.3,6.8,3.5,2.8,1.9,0.3,4.6,104.5,98.0,6.5,63065000
Kevin Love,15719063.0,2013,MIN,25.0,77.0,39.0,38.0,26.1,2.5,12.5,4.4,2.5,0.8,0.5,4.6,110.5,104.6,5.9,63065000
Russell Westbrook,15719062.0,2013,OKC,25.0,46.0,34.0,12.0,21.8,1.5,5.7,6.9,3.8,1.9,0.2,4.8,112.1,104.6,7.5,63065000
Brook Lopez,15719000.0,2013,BKN,26.0,17.0,7.0,10.0,20.7,0.0,6.0,0.9,1.6,0.5,1.8,-1.2,102.9,105.1,-2.2,63065000
LaMarcus Aldridge,15200000.0,2013,POR,28.0,69.0,46.0,23.0,23.2,0.0,11.1,2.6,1.8,0.9,1.0,5.3,112.1,104.6,7.5,63065000
David Lee,15012000.0,2013,GSW,31.0,69.0,42.0,27.0,18.2,0.0,9.3,2.1,2.2,0.7,0.4,6.8,109.4,99.4,10.0,63065000
Dwyane Wade,15000000.0,2013,MIA,32.0,54.0,36.0,18.0,19.0,0.2,4.5,4.7,3.0,1.5,0.5,2.6,107.3,103.0,4.3,63065000
Josh Smith,14945778.0,2013,DET,28.0,77.0,28.0,49.0,16.4,0.9,6.8,3.3,2.6,1.4,1.4,-2.5,104.8,108.4,-3.6,63065000
Omer Asik,14898938.0,2013,HOU,27.0,48.0,32.0,16.0,5.8,0.0,7.9,0.5,1.2,0.3,0.8,1.2,105.0,102.0,3.1,63065000
Eric Gordon,14898938.0,2013,NOP,25.0,64.0,26.0,38.0,15.4,1.6,2.6,3.3,2.1,1.2,0.2,-4.2,105.1,111.5,-6.4,63065000
Jeremy Lin,14898938.0,2013,HOU,25.0,71.0,48.0,23.0,12.5,1.2,2.6,4.1,2.5,1.0,0.4,2.5,107.1,103.2,3.9,63065000
Roy Hibbert,14898938.0,2013,IND,27.0,81.0,55.0,26.0,10.8,0.0,6.6,1.1,1.8,0.4,2.2,4.4,105.2,97.5,7.8,63065000
Gordon Hayward,14746000.0,2013,UTA,24.0,77.0,23.0,54.0,16.2,1.1,5.1,5.2,2.8,1.4,0.5,-5.1,102.8,110.2,-7.4,63065000
Chandler Parsons,14700000.0,2013,HOU,25.0,74.0,50.0,24.0,16.6,1.8,5.5,4.0,1.9,1.2,0.4,4.4,111.2,105.8,5.4,63065000
